locus_tag,possible.G.to.A,possible.G.to.T,possible.G.to.C,possible.A.to.G,possible.A.to.T,possible.A.to.C,possible.T.to.G,possible.T.to.A,possible.T.to.C,possible.C.to.G,possible.C.to.A,possible.C.to.T,gene.length,gene
ECB_02418,181,147,147,93,30,30,86,105,171,97,115,217,1851,hscA
ECB_02419,49,26,26,32,5,5,13,14,46,27,31,57,516,hscB
ECB_02420,27,23,23,23,8,9,9,10,23,14,16,42,324,iscA
ECB_02421,25,18,18,25,3,3,16,22,32,17,22,48,387,iscU
ECB_02422,82,60,60,65,17,17,67,74,105,58,82,163,1215,iscS
ECB_02423,29,21,21,31,11,12,31,35,55,30,32,61,489,iscR
ECB_02424,81,59,59,34,9,9,29,37,72,35,39,77,741,yfhQ
ECB_02425,48,38,38,38,11,11,50,55,74,45,57,119,804,suhB
ECB_02426,57,38,38,40,17,17,35,44,95,47,63,107,882,yfhR
ECB_02427,118,73,73,80,41,43,44,57,137,55,73,126,1281,csiE
ECB_02428,117,90,90,41,25,25,33,45,101,69,80,139,1140,hcaT
ECB_02429,87,61,61,65,20,23,25,34,91,39,49,75,891,hcaR
ECB_02430,76,48,48,71,21,21,59,73,136,84,91,172,1362,hcaE
ECB_02431,40,27,27,34,15,16,14,17,41,24,33,65,519,hcaF
ECB_02432,28,21,21,14,7,7,10,13,31,17,22,39,321,hcaC
ECB_02433,73,61,61,45,20,20,20,29,72,54,64,100,813,hcaB
ECB_02434,100,70,70,75,33,35,46,62,117,62,77,129,1203,hcaD
ECB_02435,40,32,32,24,16,17,19,31,62,21,26,40,495,yphA
ECB_02436,94,65,65,44,23,23,23,25,84,32,43,78,873,yphB
ECB_02437,90,79,79,57,16,16,32,42,91,57,72,127,1062,yphC
ECB_02438,113,92,92,38,22,22,34,48,90,59,73,127,999,yphD
ECB_02439,156,111,111,75,21,21,50,70,124,90,109,171,1512,yphE
ECB_02440,64,44,44,78,25,27,47,66,118,46,51,79,984,yphF
ECB_02441,308,216,216,167,51,53,96,116,293,156,182,366,3282,yphG
ECB_02442,115,80,80,67,20,21,28,50,112,46,62,122,1194,yphH
ECB_02443,89,65,65,64,12,12,80,84,111,58,75,169,1254,glyA
ECB_02444,93,65,65,79,27,27,44,51,104,53,62,134,1191,hmpA
ECB_02445,25,18,18,19,5,5,6,16,27,26,30,43,339,glnB
ECB_02446,136,93,93,75,29,30,37,54,123,69,81,148,1335,yfhA
ECB_02447,69,43,43,51,17,17,21,28,62,34,41,74,714,yfhG
ECB_02448,132,97,97,92,30,32,56,67,138,53,66,147,1428,yfhK
ECB_02449,350,267,267,184,68,69,174,205,340,200,227,472,3888,purL
ECB_02450,121,82,82,79,24,24,47,55,135,70,80,150,1395,yfhD
ECB_02451,12,9,9,17,7,7,16,19,28,18,22,35,276,insA-19
ECB_02452,61,45,45,25,14,17,10,11,29,18,27,55,504,insB-19
ECB_02453,44,36,36,33,14,14,17,21,50,26,34,51,537,tadA
ECB_02454,54,37,37,27,11,11,24,28,67,26,33,59,573,yfhB
ECB_02455,81,58,58,59,24,24,30,41,85,37,45,86,849,yfhH
ECB_02456,22,12,12,19,6,6,2,6,24,5,9,22,261,yfhL
ECB_02457,31,24,24,34,17,17,9,12,34,16,25,35,381,acpS
ECB_02458,65,45,45,39,14,14,29,38,64,41,50,88,732,pdxJ
ECB_02459,59,44,44,48,17,19,30,31,63,43,50,90,729,recO
ECB_02460,72,51,51,52,14,14,32,40,63,48,66,122,906,era
ECB_02461,53,30,30,49,14,14,32,38,76,29,36,70,681,rncS
ECB_02462,92,70,70,60,22,22,37,50,91,34,46,90,975,lepB
ECB_02463,162,113,113,98,36,37,64,81,134,90,115,238,1800,lepA
ECB_02464,41,31,31,31,13,13,19,22,43,27,34,55,480,rseC
ECB_02465,69,45,45,58,27,29,45,52,99,43,56,101,957,rseB
ECB_02466,56,28,28,60,26,26,27,30,53,23,29,46,651,rseA
ECB_02467,52,33,33,39,18,21,25,31,65,18,27,44,576,rpoE
ECB_02468,123,89,89,82,40,43,54,77,170,95,110,183,1623,nadB
ECB_02469,76,49,49,50,28,28,24,31,75,19,30,57,738,yfiC
ECB_02470,121,80,80,80,27,27,51,64,114,81,92,153,1335,srmB
ECB_02471,93,55,55,57,26,27,32,42,96,27,44,64,882,yfiE
ECB_02472,59,45,45,34,22,22,18,27,63,21,26,54,588,yfiK
ECB_02473,21,16,16,36,13,13,30,33,42,8,12,39,384,yfiD
ECB_02474,62,38,38,39,17,17,24,31,74,34,37,63,690,ung
ECB_02475,91,62,62,61,24,24,46,51,92,51,56,107,1038,yfiF
ECB_02476,27,19,19,26,11,11,15,20,44,16,21,43,420,trxC
ECB_02477,47,29,29,49,22,22,30,35,81,44,50,67,699,yfiP
ECB_02478,242,171,171,151,62,62,88,117,256,140,172,291,2661,yfiQ
ECB_02479,103,60,60,65,25,26,57,74,150,55,79,160,1356,pssA
ECB_02480,17,9,9,13,5,5,7,7,24,18,20,31,273,yfiM
ECB_02481,89,66,66,91,57,58,66,75,147,58,64,118,1299,kgtP
ECB_02482,225,160,160,174,43,44,142,174,264,91,117,249,2574,clpB
ECB_02483,59,40,40,34,20,20,41,48,86,35,40,68,732,yfiH
ECB_02484,85,62,62,61,23,23,44,53,100,39,57,86,981,rluD
ECB_02485,60,44,44,47,20,21,21,23,69,33,39,79,738,yfiO
ECB_02486,18,11,11,33,11,11,11,16,27,16,21,38,342,yfiA
ECB_02487,2,1,1,3,2,2,0,0,3,2,2,7,48,pheL
ECB_02488,92,54,54,86,32,33,39,55,123,57,66,115,1161,pheA
ECB_02489,117,73,73,64,27,27,50,65,125,34,44,94,1122,tyrA
ECB_02490,81,59,59,69,25,25,48,61,116,49,56,106,1071,aroF
ECB_02491,15,7,7,30,15,15,15,16,44,15,18,34,366,yfiL
ECB_02492,32,20,20,41,21,22,21,28,60,22,28,51,519,yfiR
ECB_02493,78,53,53,87,43,46,41,50,123,62,81,139,1227,yfiN
ECB_02494,28,14,14,40,23,23,14,18,39,34,36,58,483,yfiB
ECB_02495,21,9,9,21,5,5,38,43,44,10,12,32,348,rplS
ECB_02496,67,49,49,59,25,28,26,35,67,30,38,72,768,trmD
ECB_02497,39,21,21,32,10,11,25,29,51,24,31,58,549,rimM
ECB_02498,9,5,5,18,7,7,21,23,28,11,15,31,249,rpsP
ECB_02499,144,95,95,64,16,17,59,62,100,62,79,153,1362,ffh
ECB_02500,72,56,56,36,19,19,32,46,76,47,62,123,867,ypjD
ECB_02501,111,78,78,59,23,23,36,53,103,67,85,142,1197,yfjD
ECB_02502,61,42,42,42,10,10,32,41,61,11,16,41,594,grpE
ECB_02503,64,46,46,55,28,28,28,41,82,41,53,109,879,ppnK
ECB_02504,126,77,77,129,48,48,73,83,157,72,89,180,1662,recN
ECB_02505,11,8,8,9,3,3,7,8,19,6,6,15,153,smpA
ECB_02506,28,16,16,23,8,9,11,16,31,13,17,24,291,yfjF
ECB_02507,51,25,25,18,7,8,22,28,62,15,19,33,477,yfjG
ECB_02508,30,19,19,39,13,13,17,17,32,30,38,62,483,smpB
ECB_02509,68,29,29,109,50,57,63,72,127,48,69,105,1230,ECB_02509
ECB_02510,52,11,11,159,81,101,66,88,219,30,41,83,1557,ECB_02510
ECB_02511,35,11,11,113,61,73,33,50,103,10,16,42,897,ECB_02511
ECB_02512,38,13,13,85,45,50,48,61,126,13,17,39,897,ECB_02512
ECB_02513,12,9,9,16,6,6,18,21,30,17,21,34,276,insA-20
ECB_02514,60,45,45,25,14,16,10,11,30,18,27,55,504,insB-20
ECB_02515,97,67,67,41,15,15,32,37,82,41,48,123,978,csiD
ECB_02516,115,87,87,58,25,26,20,39,89,89,107,176,1269,ygaF
ECB_02517,131,96,96,67,9,9,35,52,100,109,124,210,1449,gabD
ECB_02518,146,106,106,43,11,11,33,43,88,77,96,168,1281,gabT
ECB_02519,99,80,80,80,38,40,39,57,127,91,113,172,1401,gabP
ECB_02520,75,55,55,36,14,14,18,26,67,26,37,56,663,ygaE
ECB_02521,43,26,26,23,6,6,18,25,47,17,19,40,450,ygaU
ECB_02522,14,13,13,6,1,2,5,10,14,8,12,22,159,yqaE
ECB_02523,22,15,15,23,9,9,8,13,28,19,24,34,300,ygaV
ECB_02524,29,16,16,51,24,26,24,30,71,18,24,36,525,ygaP
ECB_02525,25,12,12,38,7,9,27,32,42,15,16,33,405,stpA
ECB_02526,39,28,28,23,15,16,15,19,43,15,20,42,450,ygaW
ECB_02527,19,13,13,30,12,12,17,19,47,16,20,25,345,ygaC
ECB_02528,21,12,12,23,9,11,15,16,36,19,23,34,342,ygaM
ECB_02529,17,11,11,10,5,5,15,20,32,9,11,21,246,nrdH
ECB_02530,33,22,22,21,8,8,17,21,35,24,35,50,411,nrdI
ECB_02531,172,120,120,116,55,55,64,84,196,116,142,256,2145,nrdE
ECB_02532,75,50,50,56,20,20,28,33,91,43,52,107,960,nrdF
ECB_02533,83,56,56,91,33,34,34,56,126,75,84,114,1203,proV
ECB_02534,105,88,88,31,19,20,49,64,96,64,83,132,1065,proW
ECB_02535,79,53,53,53,20,20,26,31,78,58,69,125,993,proX
ECB_02536,93,74,74,58,36,36,58,70,127,72,86,147,1185,ygaX
ECB_02537,47,35,35,43,27,27,33,45,78,44,47,83,738,ygaZ
ECB_02538,28,25,25,17,12,12,13,17,30,22,25,46,336,ygaH
ECB_02539,42,22,22,35,6,6,21,26,53,22,25,55,531,emrR
ECB_02540,104,71,71,66,27,27,47,61,99,64,73,135,1173,emrA
ECB_02541,175,139,139,53,34,34,33,56,103,80,111,194,1539,emrB
ECB_02542,50,32,32,28,11,12,16,20,44,14,23,54,516,ygaG
ECB_02543,134,94,94,95,35,37,64,83,156,62,76,159,1557,gshA
ECB_02544,27,21,21,36,17,17,20,20,49,19,23,38,429,yqaA
ECB_02545,47,31,31,34,17,18,23,30,65,23,25,48,567,yqaB
ECB_02546,16,6,6,12,5,5,12,15,19,9,12,17,186,csrA
ECB_02547,209,141,141,140,47,47,147,164,255,113,137,311,2631,alaS
ECB_02548,34,21,21,37,17,17,18,25,52,24,32,46,501,recX
ECB_02549,98,69,69,65,20,20,49,51,70,42,67,136,1062,recA
ECB_02550,39,25,25,27,10,10,23,27,48,34,38,51,498,ygaD
ECB_02551,109,74,74,54,27,29,34,40,86,49,56,120,1086,mltB
ECB_02552,41,32,32,27,14,14,25,34,58,28,32,73,564,srlA
ECB_02553,73,57,57,51,23,23,46,62,91,61,80,117,960,srlE
ECB_02554,28,17,17,17,5,5,16,19,38,27,30,46,372,srlB
ECB_02555,72,51,51,37,15,15,29,36,70,38,46,99,780,srlD
ECB_02556,22,16,16,27,13,13,12,15,31,26,35,47,360,gutM
ECB_02557,60,34,34,45,23,23,20,29,73,43,52,90,774,srlR
ECB_02558,89,74,74,56,21,21,22,28,69,67,78,126,966,gutQ
ECB_02559,192,134,134,71,29,32,43,58,146,62,82,152,1515,ygaA
ECB_02560,117,90,90,71,25,26,37,48,98,68,86,192,1440,norV
ECB_02561,111,75,75,64,23,23,30,45,108,60,73,123,1134,ygbD
ECB_02562,237,171,171,107,47,47,82,96,226,97,118,217,2253,hypF
ECB_02563,40,35,35,30,9,9,28,35,59,14,18,50,528,hydN
ECB_02564,96,66,66,53,24,24,30,45,93,48,58,104,1014,ascG
ECB_02565,151,132,132,68,35,35,34,55,97,86,112,185,1458,ascF
ECB_02566,115,78,78,71,23,23,31,41,104,78,92,188,1425,ascB
ECB_02567,37,27,27,23,5,5,14,19,41,25,36,57,471,hycI
ECB_02568,42,28,28,19,4,6,10,15,36,14,19,42,411,hycH
ECB_02569,68,53,53,36,11,11,30,38,68,42,54,93,768,hycG
ECB_02570,51,32,32,26,5,5,15,18,32,29,36,77,543,hycF
ECB_02571,152,120,120,60,9,9,58,70,119,110,122,256,1710,hycE
ECB_02572,99,82,82,26,6,6,40,47,80,56,67,128,924,hycD
ECB_02573,187,167,167,67,33,33,69,94,145,102,120,253,1827,hycC
ECB_02574,53,38,38,28,12,13,21,25,56,34,40,75,612,hycB
ECB_02575,34,22,22,28,8,8,8,14,34,20,29,62,462,hycA
ECB_02576,26,14,14,27,12,12,8,11,25,20,24,40,351,hypA
ECB_02577,60,46,46,51,18,18,32,41,66,55,63,124,873,hypB
ECB_02578,16,8,8,16,5,5,5,8,20,24,25,41,273,hypC
ECB_02579,109,76,76,52,18,19,37,43,102,55,68,124,1122,hypD
ECB_02580,86,69,69,59,30,30,42,52,83,53,60,120,969,hypE
ECB_02581,175,120,120,121,33,33,68,89,185,113,137,267,2079,fhlA
ECB_02582,40,24,24,24,4,5,13,15,31,7,12,22,354,ygbA
ECB_02583,269,193,193,132,49,50,81,104,204,133,160,317,2562,mutS
ECB_02584,35,23,23,45,21,21,21,31,84,21,25,53,657,pphB
ECB_02585,81,53,53,56,31,33,26,39,79,28,37,61,798,ygbI
ECB_02586,61,49,49,66,41,41,48,55,93,43,52,93,909,ygbJ
ECB_02587,92,67,67,98,52,53,52,64,111,71,80,139,1263,ygbK
ECB_02588,63,48,48,44,21,22,19,24,59,24,31,64,639,ygbL
ECB_02589,45,35,35,62,28,28,23,28,73,41,53,89,777,ygbM
ECB_02590,110,91,91,96,64,64,58,85,129,68,84,145,1365,ygbN
ECB_02591,95,54,54,67,25,25,44,54,99,37,50,101,993,rpoS
ECB_02592,91,57,57,82,51,51,50,63,106,51,64,105,1140,nlpD
ECB_02593,66,44,44,46,19,20,26,34,63,23,32,43,627,pcm
ECB_02594,66,56,56,36,18,18,32,41,90,42,46,73,762,surE
ECB_02595,81,56,56,76,20,23,42,49,105,52,58,107,1050,ygbO
ECB_02596,38,26,26,29,16,16,17,26,51,27,32,48,480,ispF
ECB_02597,59,41,41,40,17,17,30,35,81,42,50,73,711,ispD
ECB_02598,30,20,20,19,8,9,13,15,30,13,15,30,312,ftsB
ECB_02599,25,21,21,18,13,13,9,14,30,13,15,40,324,ygbE
ECB_02600,46,34,34,44,15,17,17,20,58,38,42,68,606,cysC
ECB_02601,129,100,100,78,27,27,52,61,131,73,94,171,1428,cysN
ECB_02602,82,60,60,47,12,12,29,38,67,39,53,110,909,cysD
ECB_02603,71,46,46,73,38,42,41,55,128,45,53,83,1038,iap
ECB_02604,67,46,46,98,62,65,53,60,116,49,67,106,1113,insL-5
ECB_02605,62,27,27,59,25,37,43,52,101,22,28,64,852,insK-3
ECB_02606,34,12,12,46,21,26,30,35,58,22,29,38,522,insJ-3
ECB_02607,57,45,45,57,13,14,17,26,58,41,47,90,735,cysH
ECB_02608,176,126,126,73,20,20,51,61,116,89,118,226,1713,cysI
ECB_02609,157,117,117,108,33,33,67,78,136,111,123,225,1800,cysJ
ECB_02610,22,18,18,28,9,9,8,12,35,21,24,39,366,ygcM
ECB_02611,106,84,84,77,26,29,53,64,134,67,79,139,1272,ygcN
ECB_02612,17,11,11,16,9,9,13,16,28,15,17,30,261,ygcO
ECB_02613,50,37,37,33,7,8,15,28,65,27,34,56,576,ygcP
ECB_02614,91,69,69,61,37,38,30,39,72,28,36,75,861,ygcQ
ECB_02615,86,56,56,57,23,26,26,33,68,27,34,62,780,ygcR
ECB_02616,116,94,94,72,43,43,54,74,149,73,84,151,1338,ygcS
ECB_02617,98,70,70,85,28,28,53,73,125,73,98,184,1455,ygcU
ECB_02618,43,26,26,54,25,25,36,49,102,32,39,69,786,ygcW
ECB_02619,85,74,74,55,29,30,34,60,114,77,90,170,1278,yqcE
ECB_02620,113,90,90,90,44,45,45,61,154,50,62,139,1479,ygcE
ECB_02621,63,55,55,56,28,33,29,33,79,53,68,96,849,ECB_02621
ECB_02622,60,33,33,38,20,20,21,34,68,31,37,69,672,ygcF
ECB_02623,26,16,16,80,40,43,39,48,114,36,41,75,873,ygcG
ECB_02624,69,50,50,84,18,18,114,118,129,42,73,168,1299,eno
ECB_02625,124,84,84,88,31,31,83,103,157,77,99,199,1638,pyrG
ECB_02626,63,40,40,55,9,9,35,42,80,30,38,72,792,mazG
ECB_02627,17,11,11,36,19,20,16,20,36,9,12,24,336,chpA
ECB_02628,25,17,17,17,6,6,5,9,21,6,11,21,249,chpR
ECB_02629,203,139,139,115,36,37,82,107,199,96,124,258,2235,relA
ECB_02630,100,71,71,103,43,44,47,54,128,64,75,125,1302,rumA
ECB_02631,232,163,163,173,64,64,84,128,276,124,153,297,2757,barA
ECB_02632,126,105,105,76,27,27,60,72,129,45,55,125,1341,gudD
ECB_02633,105,73,73,63,24,24,60,74,144,79,89,143,1341,gudX
ECB_02634,114,90,90,50,25,26,54,67,116,63,95,169,1353,gudP
ECB_02635,46,30,30,23,6,6,9,15,43,23,25,46,450,yqcA
ECB_02636,71,44,44,50,22,23,27,31,76,40,46,76,783,yqcB
ECB_02637,33,22,22,20,4,4,11,12,36,10,13,27,330,yqcC
ECB_02638,49,35,35,42,14,15,18,23,56,18,23,47,546,syd
ECB_02639,64,43,43,46,17,19,38,44,94,30,38,100,849,yqcD
ECB_02640,101,62,62,66,24,24,60,78,141,67,85,171,1365,ygdH
ECB_02641,107,91,91,56,32,32,63,77,88,43,77,190,1290,sdaC
ECB_02642,108,80,80,67,31,31,67,82,122,68,82,170,1368,sdaB
ECB_02643,68,38,38,56,25,25,24,32,88,46,57,85,846,xni
ECB_02644,100,79,79,59,30,31,59,76,126,46,58,104,1152,fucO
ECB_02645,27,21,21,27,10,13,27,36,58,18,21,38,462,fucA
ECB_02646,60,45,45,25,14,16,10,11,30,18,27,55,504,insB-21
ECB_02647,12,9,9,17,7,7,16,19,28,18,22,35,276,insA-21
ECB_02648,54,32,32,85,35,37,38,50,117,37,51,68,945,ECB_02648
ECB_02649,118,75,75,122,66,71,67,83,173,78,90,146,1629,ECB_02649
ECB_02650,84,58,58,78,27,30,39,54,115,45,56,93,1074,ECB_02650
ECB_02651,54,41,41,49,25,26,50,73,124,65,74,106,984,ECB_02651
ECB_02652,105,61,61,127,42,45,57,90,185,54,72,111,1500,ECB_02652
ECB_02653,101,74,74,102,36,36,73,85,145,114,136,237,1776,fucI
ECB_02654,105,69,69,99,36,38,48,66,144,76,94,150,1449,fucK
ECB_02655,35,28,28,37,17,17,13,19,43,12,22,35,423,fucU
ECB_02656,51,33,33,47,16,17,19,30,76,39,48,84,732,fucR
ECB_02657,98,68,68,63,21,21,35,47,106,50,57,105,1101,ygdE
ECB_02658,32,25,25,14,3,3,17,20,42,22,27,49,396,ygdD
ECB_02659,78,54,54,69,28,28,36,39,104,33,47,79,918,gcvA
ECB_02660,13,7,7,11,3,3,11,14,24,12,14,27,228,ygdI
ECB_02661,111,88,88,70,30,30,42,49,114,64,73,133,1206,csdA
ECB_02662,48,26,26,37,17,17,9,12,34,21,23,43,444,ygdK
ECB_02663,94,75,75,35,16,16,33,45,86,27,35,58,807,ygdL
ECB_02664,87,61,61,51,22,22,50,61,114,50,57,115,1098,mltA
ECB_02665,125,84,84,78,33,35,42,52,99,58,66,132,1254,amiC
ECB_02666,125,73,73,65,26,26,43,63,126,68,88,155,1332,argA
ECB_02667,191,136,136,108,43,45,69,82,184,76,105,172,1827,recD
ECB_02668,328,213,213,204,76,76,118,138,331,170,217,381,3543,recB
ECB_02669,268,159,159,161,63,63,95,119,272,123,145,285,2889,ptr
ECB_02670,322,220,220,193,72,75,112,136,308,128,166,365,3369,recC
ECB_02671,33,19,19,20,10,12,8,10,21,15,19,32,324,ppdC
ECB_02672,41,20,20,25,12,13,15,18,44,19,21,37,408,ygdB
ECB_02673,57,36,36,30,13,14,20,25,58,23,30,54,564,ppdB
ECB_02674,36,28,28,34,15,17,12,15,38,23,28,50,471,ppdA
ECB_02675,61,45,45,46,15,15,22,31,65,33,40,102,795,thyA
ECB_02676,65,50,50,30,18,18,37,53,85,48,57,114,876,lgt
ECB_02677,207,147,147,141,60,62,86,108,215,107,144,229,2247,ptsP
ECB_02678,37,21,21,50,23,26,16,18,44,17,27,42,531,ygdP
ECB_02679,64,43,43,51,20,20,32,37,67,31,40,63,690,mutH
ECB_02680,61,51,51,32,17,17,30,45,65,33,42,90,714,ygdQ
ECB_02681,10,8,8,17,7,7,9,15,30,8,8,14,219,ygdR
ECB_02682,87,68,68,60,20,21,35,41,90,57,66,131,1041,tas
ECB_02683,126,102,102,48,27,27,41,55,108,68,79,138,1194,ygeD
ECB_02684,181,131,131,131,54,54,85,107,200,116,135,234,2160,aas
ECB_02685,76,58,58,55,26,27,53,64,123,52,63,104,1032,galR
ECB_02686,111,79,79,70,26,26,53,66,143,61,71,122,1263,lysA
ECB_02687,85,64,64,73,36,36,35,41,91,44,55,94,936,lysR
ECB_02688,61,45,45,43,16,16,29,44,83,28,34,53,693,ygeA
ECB_02689,126,97,97,62,27,28,63,80,142,63,83,152,1419,araE
ECB_02690,59,46,46,41,20,20,32,43,78,34,46,81,762,kduD
ECB_02691,53,37,37,42,14,15,31,40,86,47,55,95,837,kduI
ECB_02692,87,58,58,72,42,43,71,81,146,54,69,99,1182,yqeF
ECB_02693,83,62,62,77,52,53,50,79,132,50,64,123,1230,yqeG
ECB_02694,17,9,9,46,24,27,29,34,84,9,14,37,570,yqeH
ECB_02695,25,12,12,27,9,9,15,16,24,16,19,30,309,insE-5
ECB_02696,76,53,53,42,25,28,20,22,59,34,52,93,807,insF-5
ECB_02697,36,22,22,56,29,30,18,24,63,16,20,39,552,ygeQ
ECB_02698,64,52,52,61,36,36,30,40,71,29,37,66,756,ygeR
ECB_02699,148,108,108,146,74,75,95,116,220,129,158,253,2259,xdhA
ECB_02700,64,51,51,51,26,26,33,45,89,49,59,103,879,xdhB
ECB_02701,38,27,27,40,18,18,16,22,41,23,25,46,480,xdhC
ECB_02702,124,64,64,123,54,57,87,113,233,66,86,144,1779,ygeV
ECB_02703,65,47,47,97,29,29,55,60,100,57,71,147,1191,ygeW
ECB_02704,70,52,52,78,28,28,47,54,89,75,90,168,1197,ygeX
ECB_02705,54,42,42,82,23,23,64,79,106,68,79,159,1212,ygeY
ECB_02706,88,62,62,80,30,32,40,57,138,91,107,177,1386,ygeZ
ECB_02707,62,46,46,74,23,24,56,71,107,37,46,81,933,yqeA
ECB_02708,137,97,97,105,54,54,79,103,186,70,89,126,1626,yqeB
ECB_02709,58,41,41,58,31,33,34,44,86,24,30,56,771,yqeC
ECB_02710,24,11,11,52,32,35,12,25,67,27,35,47,579,ygfJ
ECB_02711,187,131,131,190,63,65,123,146,272,185,220,418,3099,ygfK
ECB_02712,99,77,77,64,25,26,43,55,121,64,83,174,1329,ssnA
ECB_02713,60,39,39,50,22,23,28,39,71,50,58,98,780,ygfM
ECB_02714,198,142,142,170,70,70,132,159,282,143,188,335,2871,xdhD
ECB_02715,80,60,60,79,41,41,68,93,169,87,113,163,1401,ygfO
ECB_02716,89,62,62,86,22,22,45,57,132,70,78,145,1320,guaD
ECB_02717,110,86,86,76,51,51,61,78,139,74,96,167,1368,ygfQ
ECB_02718,36,19,19,15,5,7,13,16,30,17,22,31,333,ygfS
ECB_02719,144,96,96,113,52,56,83,101,215,92,110,178,1920,ygfT
ECB_02720,98,84,84,76,46,47,61,85,152,81,101,164,1449,ygfU
ECB_02721,37,27,27,43,16,17,16,20,59,24,27,49,549,idi
ECB_02722,116,81,81,83,25,25,74,86,125,65,84,201,1518,lysS
ECB_02723,89,54,54,59,10,11,46,55,88,60,70,135,1098,prfB
ECB_02724,161,120,120,95,39,39,59,74,152,98,119,213,1734,recJ
ECB_02725,53,33,33,45,13,13,30,35,71,25,32,69,711,dsbC
ECB_02726,98,62,62,57,22,22,32,37,97,32,41,81,897,xerD
ECB_02727,39,26,26,28,6,6,15,20,40,25,30,66,522,fldB
ECB_02728,37,23,23,24,4,5,16,22,44,17,23,34,408,ygfX
ECB_02729,14,11,11,17,6,6,7,11,23,9,16,33,267,ygfY
ECB_02730,84,60,60,65,23,23,42,46,87,43,52,104,981,ygfZ
ECB_02731,70,54,54,25,13,13,15,28,61,33,41,84,660,yqfA
ECB_02732,23,15,15,20,7,7,13,17,33,12,16,31,312,yqfB
ECB_02733,98,66,66,74,23,24,40,48,112,79,89,190,1440,bglA
ECB_02734,66,46,46,49,27,27,21,24,59,44,60,82,744,ygfF
ECB_02735,251,203,203,144,46,46,110,134,225,145,178,370,2874,gcvP
ECB_02736,28,24,24,40,15,15,10,12,25,12,15,46,390,gcvH
ECB_02737,86,68,68,52,12,12,51,61,103,65,74,125,1095,gcvT
ECB_02738,116,84,84,65,24,25,45,58,122,51,61,123,1203,visC
ECB_02739,118,91,91,58,30,31,46,52,101,70,83,135,1179,ubiH
ECB_02740,95,70,70,76,23,24,49,65,112,73,87,173,1326,pepP
ECB_02741,40,28,28,36,13,13,33,34,57,17,22,67,579,ygfB
ECB_02742,27,14,14,29,7,9,12,15,32,10,15,28,330,ygfE
ECB_02743,47,29,29,35,12,13,20,21,53,29,36,50,549,ygfA
ECB_02744,122,98,98,72,27,27,45,59,105,51,66,148,1233,serA
ECB_02745,42,31,31,41,19,19,33,43,62,38,46,74,660,rpiA
ECB_02746,26,17,17,10,4,5,9,10,27,12,16,19,231,yqfE
ECB_02747,85,61,61,63,23,24,33,37,76,42,49,98,894,iciA
ECB_02748,156,108,108,116,50,51,82,100,174,138,172,291,2145,sbm
ECB_02749,82,60,60,62,20,20,29,41,91,60,77,116,996,argK
ECB_02750,46,35,35,47,12,12,26,37,75,48,62,98,786,ygfG
ECB_02751,117,93,93,73,27,29,41,61,138,82,106,179,1479,ygfH
ECB_02752,62,42,42,64,28,30,25,42,107,31,50,73,897,ygfI
ECB_02753,72,48,48,46,15,16,26,35,71,34,39,67,741,yggE
ECB_02754,47,32,32,33,18,20,28,38,74,30,34,64,636,yggA
ECB_02755,60,46,46,44,22,22,43,60,95,42,58,101,861,yggB
ECB_02756,74,51,51,64,22,22,72,73,89,31,51,149,1080,fbaA
ECB_02757,79,65,65,77,26,26,87,91,104,45,63,158,1164,pgk
ECB_02758,62,45,45,62,31,32,41,50,111,64,79,112,1020,epd
ECB_02759,70,44,44,49,22,22,19,27,72,26,32,59,714,yggC
ECB_02760,49,33,33,28,12,12,7,10,49,21,24,48,510,yggD
ECB_02761,106,80,80,44,18,19,26,35,80,49,61,103,966,yggF
ECB_02762,107,85,85,69,20,20,38,56,134,70,81,133,1278,yggP
ECB_02763,120,93,93,67,29,30,65,85,153,64,78,134,1389,cmtA
ECB_02764,20,14,14,46,22,22,13,20,49,13,19,27,417,cmtB
ECB_02765,147,113,113,103,28,28,124,136,161,94,115,267,1992,tktA
ECB_02766,56,39,39,57,26,26,23,29,68,35,40,76,759,yggG
ECB_02767,81,63,63,33,13,13,42,50,91,41,46,114,921,speB
ECB_02768,175,120,120,96,30,31,87,104,170,86,102,241,1977,speA
ECB_02769,17,8,8,8,5,5,8,9,21,1,1,5,147,yqgB
ECB_02770,20,13,13,24,14,17,11,13,17,3,8,11,216,yqgC
ECB_02771,18,16,16,15,4,4,13,20,37,8,12,19,252,yqgD
ECB_02772,72,50,50,69,24,24,73,80,106,57,76,150,1155,metK
ECB_02773,104,86,86,72,34,34,56,72,113,79,100,189,1395,galP
ECB_02774,34,19,19,36,12,12,17,18,35,38,42,67,498,sprT
ECB_02775,52,28,28,40,14,14,22,25,53,41,44,85,708,endA
ECB_02776,63,39,39,44,15,15,27,36,71,39,49,80,732,yggJ
ECB_02777,89,63,63,47,11,11,30,40,74,47,63,122,951,gshB
ECB_02778,47,36,36,28,9,9,19,32,57,33,37,62,564,yqgE
ECB_02779,26,13,13,25,6,7,21,28,42,28,32,51,417,yqgF
ECB_02780,127,87,87,65,33,33,19,29,87,33,49,80,981,yggR
ECB_02781,50,36,36,56,26,27,33,44,71,25,33,69,705,yggS
ECB_02782,63,50,50,21,12,12,11,26,50,26,33,71,567,yggT
ECB_02783,22,15,15,20,4,4,10,17,30,15,20,29,291,yggU
